stt,logo_name,company_name,title,salary,distance_time,feature_new_text,skill,location_detail,reason_job,job_description,skill_experience,love_working,slogan
845,,BAEMIN Vietnam (Woowa Bros.),Mid/Senior Data Engineer,You'll love it,7d,none,Database-AWS-NoSQL,"Floor 4-5th, Friendship Tower - 31 Lê Duẫn, Phường Bến Nghé, District 1, Ho Chi Minh","Attractive salary
12 annual leave + 4 sick leave
Appraisal and salary review ","1. Data Engineering:

Work closely with engineering teams to help to build data solutions for Baemin;
Design, evaluate and implement framework, platform and architecture that can adequately handle the needs of a rapidly growing data driven company;
Work with Data Scientist to design and build scalable / low latency AI-powered systems.
Design and build both batch and real-time data pipelines for various data sources: API, flat files, databases, etc.;
Build and maintain the data warehouse for the company;
Improve and optimize the workloads, processes to ensure that performance levels can support continuous accurate, reliable, and timely delivery of data products;
Prepare data for Data Science projects;
Monitor and optimize the data infrastructure cost to keep it at the reasonable level.
Remain up-to-date with industry standards and technological advancements to ensure the data infrastructure are both scalable and reliable;
Work with other teams to continuously improve the company’s data infrastructure, data warehouse;
Coach junior team member;
Provide suitable training for other teams.
Periodic report to vertical stakeholders.
Human resource management of data service team. (recruitment, growth, evaluation)
2. Managerial Tasks: 

Periodic report to vertical stakeholders.
Team management of data service team. (recruitment, growth, evaluation)","Education:

A degree in Information Technology/ Information System or other related technical disciplines. 

Experience:

3+ years of experience, preferably in big data infrastructure;
Proficient in common big data toolset in a large-scale environment;
Experienced in deploying ML models to production;
Well versed in setting up continuous integration and deployment for big data or other projects;
Familiar with software development process and culture;
Familiar with 3rd party analytics solutions. (e.g. Amplitude, Looker, Segment, Google Tag Manager).
Skills/Knowledge:

Cognitive knowledge of various topics in the data domain (e.g. platforms, analysis, ML, etc);
Strong programming skill;
Knowledge and experience in both relational database and NoSQL database (e.g. MongoDB);
Knowledge and experience in cloud-base infrastructure (e.g. AWS, GCP);
Excellent communication skill;
Open mindset on learning, problem-solving;
Good at speaking/writing in English;
Korean speaking is PLUS (not mandatory).
Attitude:

High learning agility;
Result-oriented mindset;
Adaptability and flexibility to the rapid changes of the business;
High responsibility and diligence.","1/ Attractive salary & benefits

12 annual leave + 4 full-paid sick leave
Year-end bonus, public holiday bonus, birthday bonus;
Appraisal and salary review every year
2/ Macbook for employees

3/ Training Courses

Personal training, internal training, oversea training in Korea.....
4/ Activities

Company trip & Team building every year;
Year End Party;
Team building for Team/Dept every month;
Clubs: TENNIS CLUB, MOVIE CLUB, FOOD LOVERS, LUNCH DAY,…
5/ Transportation: Taxi for working purpose

6/ Vouchers

7/ Opportunity to be trained & worked in a leading e-commerce company in Viet Nam;","We are invested by Woowa Brothers, Korea's number 1 food delivery unicorn."
846,,The Rep. Office of STYL Solutions Pte. Ltd. In HCMC,"PHP Developer (Laravel, MySQL)","700 - 2,000 USD",7d,none,PHP-MySQL-Laravel,"25-27, B4 Street, Sala Urban Area, District 2, Ho Chi Minh","Annual salary review
Chance to work overseas
Premium health insurance","Common Responsibilities: 

Develop applications, software modules using PHP technologies
Perform Unit test, integration test to ensure quality of applications, software mudules
Tuning performance, ensure security of applications, software modules
Research and apply new technologies
Cooperate with other team member to complete projects on time
Conduct daily/weekly report as requested
 For Senior: 

Design application structure, architect
Design application database
Design API
Conduct functional, technical documents when requested
Lead other engineers in communication and colaboration with PM and other teams (frontend, devops, QC, ...)
Train Junior Developers","Qualifications for Junior: 

Minimum education level: Bachelor Degree in Computer Science, Information Technology or equivalent
Basic knowledge in software development process
Basic skills in Server Application Programming using PHP
Basic knowledge in programming language, OOP, database design, design patterns
Basic knowledge in network communication and security
Qualifications for Senior:

Minimum education level: Bachelor Degree in Computer Science, Information Technology or equivalent
Familiar with software development processes (Waterfall, Agile)
Experience in Server Application Programming using PHP (at least 3 years)
Experience in PHP application framework (Zend, Yii, Slim...)
Experience in working with Application server (Apache, Nginx, ...)
Experience in RDBMS and Modern Database System (MySQL, MSSQL, Oracle, MongoDB...)
Experience in using caching (e.g. Redis)
Experience in optimizing application performance and handling large amount of data
Experience in data security
Able to communicate in English
Preferred qualifications:

Experience in Web Programming technologies (HTML5, Bootstrap, jQuery, AngularJS, ...)
Catch up with modern technologies (micro-services, IOT, bigdata, ...)
Experience in using cloud services (AWS, Digital Ocean, Azure, ...)","Competitive salary and annual salary review based on performance and contribution.
Opportunities to travel to overseas (Japan,Singapore) for training and supportingcustomers.
Annual health check-ups
Premium health insurance
Laptop provided
Catered lunch
14 days of Annual leave
5 days of Medical leave",The Ref. Office of STYL Solutions Pte. Ltd. In HCMC
847,,CH Resource Vietnam,DevOps Engineer (Sign-on Bonus),You'll love it,7d,none,DevOps-AWS-Cloud,"HQ Tower, 9 Trần Não Phường Bình An Quận 2 TPHCM, District 2, Ho Chi Minh","Attractive salary and yearly bonus package
Professional, friendly, high-equipped environment
Advanced career roadmap &amp; training plan","Build & maintain successfully CI/CD pipelines across multiple environments.
Support development team to setup and configure the development environment.
DevOps mindset with automation flow design capability. Develop automation tools, include shell scripts to automate necessary tasks.
Build monitoring, auditing, automating, and reporting frameworks that support security and compliance needs.
Collaborate with software engineers to understand the software architecture, main components, current obstacles and provide solutions.
Design and deploy cloud platform capabilities - full stack network, load balancing, caching, DNS, security, databases, etc.
Experienced working in an Agile, ITIL Process, fast-paced DevOps environment.
Perform advanced technical troubleshooting for public, private and hybrid cloud environments.
Define and monitor system metrics to ensure predefined SLA, SLO.","3+ years experience in DevOps engineering environment.
Strong background in Linux / Unix, preferably with experience in NixOS.
Ability to debug and analyze problems quickly.
Ability to manage time efficiently, working independently and in a team.
Ability to learn quickly and apply new skills effectively.
Ability to multitask and retain a high attention to detail.
Have experienced with AWS, GCP or Hetzner.
Experience with CI/CD processes using self-managed tools or relevant cloud technologies (e.g Jenkins, CircleCI, Drone, GoCD etc.)
Hands-on experience in operating and maintaining high intensive RDBMS.
Have experience with application containerization and orchestrator such as Kubernetes etc.
Familar with the following tools: Jira, Jira Service Desk, PagerDuty, NewRelic, Terraform, Ansible, Vault...
Knowledge about Computer Security, Application Security, and Security Standards & Best Practices.
Hands-on experience in networking, system administration, monitoring, infrastructure maintenance on premise or cloud environments.
Knowledge of microservice architecture, RESTful.","Being an Engineer at our company, you will experience a youthful, flexible and creative work environment!

MacBook or high-end laptop for working
Attractive salary and annual salary review
Working in a professional, friendly, well-equipped environment both with foreigners and Vietnamese.
Extensive on job training, you will always have a chance to work with new emerging technologies.
Full social insurance, health insurance & unemployment insurance according to Vietnam Labor Law.
13th month salary.
PVI Health Care.
Enjoy diversified activities: Happy time every day, Monthly Team-building, Company trip, Play Game (Board games), Play Sport (Football, Badminton...)",The asiest way to access digital assets in Asia
848,,HDBank,Project Management (Project Manager),"1,000 - 2,000 USD",7d,none,Agile-Project Manager-Business Analyst,"25 Nguyễn Thị Minh Khai, District 1, Ho Chi Minh","Môi trường làm việc thân thiện, chuyên nghiệp
Lương thưởng tương xứng năng lực làm việc
Có cơ hội phát triển bản thân","Lập kế hoạch, triển khai, điều phối và quản lý các dự án của khối CNTT dựa trên mốc thời gian, ngân sách và nguồn lực đã được phê duyệt
- Đảm bảo hoàn thành dự án theo đúng kế hoạch và đạt chất lượng theo cam kết;
- Xác định và kiểm soát các rủi ro phát sinh trong quá trình triển khai dự án
- Báo cáo định kỳ tiến độ dự án, liệt kê các vướng mắc phát sinh và đề xuất giải pháp khắc phục. 
- Thực hiện các nhiệm vụ khác theo phân công của ban lãnh đạo.
- Tuân thủ quy trình/quy định của HDBank","Tối thiểu 3 năm (Quản lý dự án)/1-2 năm (điều phối dự án) kinh nghiệm quản lý các dự án liên quân CNTT.
- Đã từng tham gia ít nhất 2-3 dự án lớn (có hơn 5-7 người tham gia trở lên) 

- Thành thạo sử dụng các công vụ quản lý dự án: Microsoft Project, JIRA, Redmine, Clickup,...
- Có kinh nghiệm sử dụng các ứng dụng văn phòng (Microsoft office)
- Có kiến thức về  PMBOK/PRINCE2
- Có kinh nghiệm về BA hoặc Developer là một lợi thế
- Có kinh nghiệm và kỹ năng xây dựng và thuyết trình báo cáo 

- Các tài liệu quản lý dự án: Project Chapter, project plan,  budget plan, risk management plan,...
- Báo cáo tiến độ dự án (Progress Report), biên bản cuộc họp (MOM)...
- Kỹ năng đọc, viết tiếng Anh tốt","Thưởng 13,14

- Thưởng theo xếp loại

- Bảo hiểm y tế, bảo hiểm tai nạn

- Du lịch nghỉ mát hằng năm

- Tăng lượng dịnh kì",Cam kết lợi ích cao nhất
849,,CodeLink,Flutter/Dart/React Native to$2k4+1mBonus,"1,400 - 2,400 USD",7d,none,React Native-Android-iOS,"131 Xo Viet Nghe Tinh, Binh Thanh, Ho Chi Minh","Global product &amp; excellent team
Focus on quality &amp; personal growth
Remote interview &amp; remote work during covid","What you'll be doing:

Working on Mobile products for a diverse range of clients and industries
Working and pair programming with other developers to build applications with Flutter / React Native and Golang / Rails / Node.JS
Working with Product Owner to convert business requirements into technical designs
Communicating directly with the clients via chat and video calls to perform day-to-day work
Cooperating with UI Designer to implement modern minimalist designs into production
Learning new languages and frameworks to improve yourself and stay current in an ever-changing environment
Contributing to the local Tech Ecosystem by mentoring, writing articles, and joining e","Desired Skill-set:

Must have:

Require a minimum of 2 years of experience in mobile or web development, preferably with one of these technologies: React, React Native, Flutter, iOS SDK, or Android SDK.
Require solid experience with app layouts.
Require experience with app animations.
Require hands-on experience with app performance and optimization.
Require knowledge of writing unit tests.
Require prior experience with REST or GraphQL.
Require excellent written and verbal communication skills in English.
Good to have:

Familiar with Flux state management framework.
Familiar with Firebase services such as Push notification, FireStore etc.
Familiar with knowledge of relational database systems such as PostgreSQL and MySQL.
Familiar with Front-End knowledge: Javascript and HTML/CSS.
Familiar with Agile Process and Scrum Methodologies.
Familiar with Extreme Programming practices: TDD (Test Driven Development), Refactoring, and Continuous Integration.","Our Core Values

1. Take full ownership of delivery
We take ownership of our client projects and ensure that we deliver what we are in charge of to the best possible outcome.

2. Deliver our highest level of quality
We take pride in the high quality that we deliver and work at a sustainable pace to ensure we can always deliver on that quality.

3. Stay consistent in plans and processes
We keep open and transparent communication with our teammates and our client whilst following agile development practices.

4. Have empathy for all those we work with
We show empathy and respect to all those we work with to gain a deeper understanding without any judgment or assumption.

5. Continuously improve and grow
We aim high with a growth mindset and see every day as an opportunity to develop ourselves, our processes, and our products.","At Codelink we use React, Node.JS and Ruby with user-centric UX-UI design to create awesome products"
850,,Liberty Insurance Limited,Product Analyst,Up to $2000,7d,none,Product Manager-Project Manager-Business Analyst,"45 Ly Tu Trong, District 1, Ho Chi Minh","A professional, international working environment
Attractive + 13th month salary + KPIs bonus
Opportunities for career development","JOB SUMMARY:

This role is responsible for supporting the Product Owner in providing subject matter expertise while defining the roadmap and product vision. As a member of an Agile team, the PA will collaborate with business stakeholders and subject matter experts to understand the problems and needs, subsequently translating them into business requirements and technical solutions

DUTIES & RESPONSIBILITIES:

Supports the Product Owner and development teams with defining the roadmap,  product vision and determining / clarifying  user requirements. 
Leads workshops to gather requirements to aid in problem-solving for the business stakeholders, and translates the needs into business requirements and technical solutions
Delivers gap analysis against proposed technologies
Partners with developers and design teams to clarify business requirements
Takes ownership of project review and release documents 
Collaborates with stakeholders and the team to track and feedback progress to a release 
Creates, manages and prioritizes the product backlog, translates customer needs into deliverable features through writing and refining epics and stories
Ensures healthy backlog of ‘ready’ stories for team
Supports the team to answer queries as product is being developed, view demos and accept delivered stories 
Evaluates product progress at each iteration and accepts work completed by the team as meeting business outcome needs 
With support of the Product Owner, aligns the necessary stakeholders to keep the momentum of progress","QUALIFICATIONS:

Capable of being empowered, and possess the courage, to make decisions on key aspects of the design
Excellent communication, influencing and relationship building skills. Collaborative work ethic
Ability to work in complex cross-functional or geographically dispersed teams to jointly deliver transformational outcomes
Deep domain knowledge with good appreciation of the various functions that comprise the customer lifecycle
Understands trends and emerging technologies. Experience and/or understanding of IT change desired but not essential
Highly innovative, able to find creative solutions to problems and adapt to new challenges
Acts with integrity, confidence and accountability at all times. Deals assertively with all levels of management
Fluent in spoken and written for both English & Thai or Vietnamese
International travel ~5-10%","You will love working at Liberty Vietnam:
A professional, dynamic and international working environment
Advanced Technology Approach
Opportunities for career development
Attractive benefits
Company's Benefits
Financial support
Probation with full salary
Lunch allowance
Transport allowance
Telephone allowance
Wedding support
Family funeral support
13th month salary + KPIs bonus
Performance rewards and awards","Helping people live safer, more secure lives"
851,,Yojee,Engineering Manager (Agile/Backend),You'll love it,7d,none,Manager-Agile-Project Manager,"384 Hoàng Diệu, District 4, Ho Chi Minh","Solve challenging and exciting problems daily
An Australian public &amp; global company 
Competitive remuneration","Yojee is looking for an Engineering Manager who will be responsible for leading and supervising part of our team of engineers in our Ho Chi Minh City office as they develop, create, test and modify new and existing features of our platform. We are looking for an excellent technical leader who will be part of building our product. Being a multinational company, the role will work with international colleagues around the world.

Duties and Responsibilities

Leadership:

Together with the existing Engineering Manager, be a leadership figure in the growing Vietnam office.
Provide strong technical leadership in the development of the Yojee product and coaching of existing engineers.
Hire, train, and mentor software engineers.
Write performance reviews and solve internal issues.
Technical:

Work as part of an agile squad to deliver on product features.
Continuous improvement and maintenance of our backend systems as well as frontend modules.
Writing reusable, testable and efficient code.
Ensuring and enabling reliable connectivity and functionality across services.
Work with a large variety of products, connected by APIs.
Work with the DevOps team to ensure reliable, proactive, and efficient scaling.
Work with the other teams to ensure feature parity and cross compatibility.
Identify, recommend and refactor code as when needed to improve the overall stability.
May be required to perform other related duties as required.
Reporting Structure - Who Will Help You Win

This role will be located in Vietnam and will report to the Chief Technology Officer.

Note: Online interview during COVID time","Requirements

Minimum Bachelor Degree in Computer Engineering or its equivalent related experience.
5+ years of experience in Agile Software Development, preferably Scrum. 2+ years of experience in people management.
Experienced and proficient in working with at least two languages, preferably Elixir, Javascript, Ruby on Rails, Go, Scala, Haskell or any other functional programming language.
Experience with frontend technologies like Angular.js, React.js or vue.js.
Experience working with relational database systems (preferably PostgreSQL).
A natural desire to coach, mentor and see other engineers grow in their profession.
Excellent communication skills and English language proficiency.
Self-driven, takes responsibility for driving results and embraces an entrepreneurial, start-up culture.
Good English communication.
Nice to have

DevOps experience with AWS or Azure, Docker.
Production experience with Elixir & Phoenix.
Scripting (Python, Lambda, Bash).
Certified Scrum Master.
Experience developing software products for the logistics industry","Company stock: equivalent to 1-3months salary based on your performance
Provided Macbook pro
Occasional onsite trip to Singapore, Indonesia
International environment : Australia, New Zealand, US, Singapore, India, Indonesia, Malaysia, etc,..
Monthly Team-building
Free coffee, milk and tea
Free parking
No 13th month salary
Unlimited paid day off
100% official salary in probation time
Full social insurance paid based on salary",Come join one of Australia - Singapore's most exciting and fastest growing technology companies!
852,,Yojee,Manual QA QC Engineer,From 20 to 45mil gross,7d,none,QA QC-Tester,"385 Hoàng Diệu, District 4, Ho Chi Minh","Solve challenging and exciting problems daily
An Australian public &amp; global company 
Competitive remuneration","About the role

Yojee is looking for a QA QC Engineer that enjoys taking over responsibility of automated integration and regression testing in a dynamic startup. As part of the development team, you will have ownership of the services we build, and to share your ideas regarding architecture and process.

Duties and Responsibilities

Work with the development team and Product Management to understand requirements and provide feedback about feasibility and quality & usability aspects.
Manual test web and mobile user interfaces.
Create test plans for existing and new features.
Create automated API tests with Postman or similar.
Manage defects in JIRA.
May be required to perform other related duties as required.
Note: Online interview during COVID time","Requirements

Minimum Bachelor Degree in Computer Engineering or its equivalent related experience.
Minimum 2 years of relevant QA experience.
Proven history of being able to set up, manage and execute quality assurance services for one or more products.
Attention to detail and reliability are what you take pride in.
You enjoy driving things over getting tasks assigned.
Experience working with agile software development practices
Experience with BDD using Cucumber
Good English communication
Nice to have

Experience automating website testing with Selenium.
Experience with mobile testing & Appium framework.","Company stock: equivalent to 1-3months salary based on your performance
Provided Macbook pro
Occasional onsite trip to Singapore, Indonesia
International environment : Australia, New Zealand, US, Singapore, India, Indonesia, Malaysia, etc,..
Monthly Team-building
Free coffee, milk and tea
Free parking
No 13th month salary
Unlimited paid day off
100% official salary in probation time
Full social insurance paid based on salary",Come join one of Australia - Singapore's most exciting and fastest growing technology companies!
853,,NVG Technology,Software Development Engineer in Test,"2,000 - 3,000 USD",7d,none,QA QC-Java-Golang,"Viettel Tower, 285 CMT8, District 10, Ho Chi Minh","Work with the best tech and product people
Daily Vietnam-Switzerland collaboration
Modern tech stack ","AutoScout24 (our No.1 marketplace platform for automotive in Switzerland) is looking for a strong, results-oriented Software Development Engineer in Test/ Senior Automation QA Engineer who is capable of designing and building automation frameworks that will help our team effectively perform testing, including (but not limited to) the following responsibilities:

Engage with an experienced cross-disciplinary staff (Product Manager, Product Designer and Software Engineers) to conceive, design and develop innovative consumer products.
Work with a wide variety of technologies from front-end UI to back-end distributed web services.
Own the design and implementation of tests that will help in end-to-end quality of major deliverables working closely with multiple engineers and teams to execute them.
Define automation strategy, automation cases as well as design tools for unit, functional, and performance testing in a programmatic manner
Develop, execute and maintain software to test the product which should expose defects in production level code as well as defects at the component and feature integration perspective.
Actively participate in the software development process to ensure quality is built into the product and propose improvements to our existing processes and automated tools in order to improve the team’s speed, quality and efficiency.
Be a domain expert, actively acquire the understanding about the business domain and the full knowledge of products being tested.","Strong skills in English communication(both written and spoken)
3+ years of experience as an Software Development Engineer in Test, Developer, or strong Automation Engineer in a functional or Java/.Net environment.
Knowledge of GoLang and Javascript (React preferred)
Proficient in OO Design, event driven architectures using RabbitMQ/Kafka of something similar.
Experience with Computer Science fundamentals in data structures, algorithms, and complexity analysis
Proven experience creating automation frameworks and tools to support test automation
Experience working in a distributed agile team with international colleagues and in a continuous integration/delivery process.
Strong logical thinking and analytical skills.
Nice to have:

Experience with QA concepts and methodology.
Knowledge of industry standard test automation tools and experience developing product test harnesses
Experience mentoring/training the engineering community on complex technical issues
Experience working closely with development and business teams.
Excellent communication, collaboration, reporting, analytical and problem solving skills
Debugging/troubleshooting experience on performance and stability tools
Experience with Continuous Integration, Deployment and Delivery. Experience or knowledge of Environment Provisioning and Configuring using technologies like Kubernetes, GCP, or AWS","Attractive salary you'll love!!!
13th-month bonus
16+ days of annual leave
Opportunity to travel to Switzerland
Create value by involving in high-impact products
Career development opportunities 
Premium private insurances coverage for you and your family members
Flexible working time
Hybrid working model (company office and home office)
Work-life balance, No OT
Cool, modern spacious office
Modern iMac or Macbook Pro, High-end PCs
Regular team vacation trips in Vietnam and abroad
Lots of release celebrations, food and snacks
Training & talks covering wide range of topics
Free classes and social clubs (English, swimming, art and music, football, etc.)
Operate in full continuous integration software development setup with the latest and popular technology stacks
Work in collaboration directly with talented European tech professionals to grow your technical, English communication and interpersonal skills
Work in an open-minded, friendly, positive, transparent and agile environment.",THE GREAT PLACE TO WORK! Delivering top-performing mobile and platform products in Switzerland.
854,,Nakivo,Product Manager - Competitive (English),"2,300 - 2,800 USD",7d,none,Business Analyst-Product Manager-English,"16 Le Quy Don, Phu Nhuan, Ho Chi Minh","Flexible working hours
Hot Sign-in Bonus
Extra benefits up to 350 USD","The Competitive Intelligence Analyst will be responsible for the following primary tasks:

Performing competitive analysis
Creating and maintaining competitive comparisons
Providing recommendations for Nakivo’s product development
Keeping track of and reporting on competitors’ pricing, licensing and promotions","Required Qualifications:

2+ years of experience in IT/software development company
English level: Fluent or Advanced
Strong technical IT background
Strong capacity to learn new business and systems
Desired Qualifications:

Competitive analysis experience
Business analysis experience
Product/project management experience
Virtualization experience
Technical writing experience
IT administration experience
Quality assurance experience
Higher education in computer science/technical field","Flexible working hours: Office opens from 6.00 AM to 10.00 PM
13-month bonus & performance bonus
100% salary on probationary period
Private health care package
Premium health care check
Gift (cash/voucher) for every special occasion: New Year's Eve, Tet holidays, International Women's Day, International Children's Day, Mid-Autumn Festival and Birthday
Up to 15 annual leaves/year and additional leaves (up to 3 days)
Team building
Free and un-limited snack, tea, coffee and by-choice request.",Providing continuous data protection software for VMware-based virtual servers.
855,,Taggle Pte. Ltd.,Junior/SeniorSP .NET Developer(.NET/OPP),"1,000 - 2,500 USD",7d,none,ASP.NET-OOP-.NET,"260 Nguyễn Thái Bình, Tan Binh, Ho Chi Minh","Fun &amp; exciting digital startup
Work with latest technology
Great autonomy of work","We are looking for an experienced ASP.NET developer who can be a part of our team. 

You must have experience writing testable and well-designed code in ASP.NET, well-versed in its usage patterns and strong background in programming in general. 

Experience in leading a small team will be a definite plus.

• Together with the Vietnamese team, you will port our current Taggle Platform to ASP.NET

• Discuss requirement and Design backend structure

• Develop web application using micro-service architecture

• Research and implement platform that meets Healthcare industry’s strict security requirements

You will help create applications that take care of public's health and will be used widely in Singapore. Through gamification, these applications help elderly and patients to regain their health and have fun in the process.","Strong knowledge on OOP principles and design patterns

• Strong knowledge on ASP .NET best practices and usage

• At least 1 years working with ASP .NET (Core) game engine

• Experience in building scalable web application is preferable

• Experience in leading a small team is a plus

• Experience in building application following Micro-service architecture

• Must be familiar with SDLC and CI/CD tools ranging from JIRA, github, codacy

• Candidate must have good communication skills with positive attitude","Fun and exciting digital health startup solving problems that will make life better for our clients.
Good potential for personal growth and work with latest technology.",Taggle is a community health gaming platform.
856,,FDS Software,"Fullstack Developer (JavaScript, NodeJS)",You'll love it,7d,none,NodeJS-JavaScript-ReactJS,"The Sun Avenue - số 28 Mai Chí Thọ, District 2, Ho Chi Minh","Văn hoá vui nhộn
Khuyến khích sáng tạo
Định nghĩa rõ ràng nghề nghiệp cho bạn","FDS Soft là một trong những doanh nghiệp hàng đầu về công nghệ blockchain ở VN và thế giới, đối tác chính ở khu vực Châu Á Thái Bình Dương của FDS Soft là ProximaX, NEM và một số nhà cung cấp nền tảng blockchain khác. FDS Soft hiện đang có nhu cầu tuyển dụng nhiều vị trí Software Developer công việc cụ thể như sau: 

Tham gia vào các dự án blockchain, web, mobile cho thị trường Châu Á và Châu Âu cung cấp giải pháp bảo mật, chống giả mạo cũng như lưu trữ an toàn thông tin tài chính, quản lý rủi ro, fintech, data science, logistic.
Phát triển phiên bản khả dụng cho ứng dụng di động trên các loại nền tảng như: Android, ios, ionic.
Phát triển ứng dụng blockchain bao phủ các loại từ dịch vụ sức khỏe, giáo dục, tiếp thị, nghệ thuật cho đến các giải pháp tối ưu trên blockchain như lưu trữ, ví, dApp...
Xây dựng website, thương mại điện tử, tiếp thị trực tuyến, trò chơi/ web app, web portals, tiện ích quảng cáo với chat bot thông minh.
Tham gia vào những dự án lâu dài cho các dòng sản phẩm lớn của khách hàng trên toàn cầu.","Thành thạo NodeJS va Firebase, từng tham gia các dự án Blockchain là 1 lợi thế.
Thành thạo lập trình Typescript, Javascript, có kiến thức sử dụng ReactJS hoặc Angular.
Có kinh nghiệm lập trình Python và Odoo backend, frontend.
Có khả năng làm việc dưới áp lực và sắp xếp linh động thứ tự ưu tiên task .
Có khả năng hoặc yêu thích nghiên cứu AI cũng là 1 điểm cộng.","Leader được đi training ở nước ngoài.
Bonus cho project team hoàn thành tốt công việc.
Được đào tạo về kỹ năng mềm và English.
Happy hours, birthday party, company trip.
Review lương 6 tháng 1 lần.
Employee được tích luỹ điểm thường đổi ra bonus cuối năm. Tiêu chí điểm thường rất rõ ràng.
Được làm trong các ngành công nghệ cao như AI, Blockchain, IoT, Fintech.",Software outsourcing for international markets
857,,Positive Thinking Company (B.O.T),Senior Ruby on Rails Engineer,You'll love it,7d,none,Ruby-Ruby on Rails,"364 Cong Hoa, Tan Binh, Ho Chi Minh","Sustainable growth - no probation
Tet sign-on bonus
Work with the latest technologies","Provide technical guidance in planning and executing assigned projects
Participate in project analysis, design, implementations and commissioning phases
Prepare user requirements, technical specifications, design specifications and commissioning plans
Provide support in system acceptance testing and validation activities
Analyze project requirements and accordingly provide technical and functional recommendations
Work with the engineering team to oversee warranty reviews and product return reviews
Perform system failure analysis and provide corrective action
Provide continuous support and guidance to less senior colleagues through regular coaching activities and support them in fulfilling their personal developme","Have at least 4-5 years of experience in full-stack Ruby on Rails development 
Solid skills in Relational databases (ideally PostgreSQL) and SQL.
Deployed web applications on the cloud (ideally AWS/Heroku)
Experience with at least one NoSQL datastore (MongoDB/DynamoDB/Redis etc)
Experienced in modern frontend programming (ReactJS/ECMAScript 6/HTML/CSS/SASS
Have basic skills with Message queues/Kafka/Batch job processing
Experience with TDD/BDD and CI/CD tools
Familiar with Linux environments and basic Linux admin skills
Experience in system integration and e-commerce systems is a bonus
Good at English communication
Be happy to coach, mentor and train less senior colleagues ","At Positive Thinking Company (B.O.T), we don’t just offer you a job, we offer you your future. Here are our commitments:

#FUN: We are pretty funny, you will have fun at work.

#TEAMWORK: You will be collaborating with great people to build great things.

#TRAVEL: Unlock your world with our global opportunities, we operate on all continents!

#GUIDANCE: Our internal network of global experts is always ready to support you.

#VARIETY: You will have access to both consulting and development projects career
opportunities.

#PURPOSE: You will work on key digital initiatives for awesome international clients.

#STABILITY: We’ve been around since 1999.

#OPENNESS: We operate in a flat structure and our Senior leadership is always ready to
engage.

#MERIT: You will get recognized and rewarded for your contributions.

#VISION: We offer a different approach to digital transformation, you should be part of it.

#SUPPORT: We got your back, we're a family.",Positive Thinking Company is a global independent tech consultancy group.
858,,Techcombank,"[HN, HCM] Senior Data Architect",You'll love it,7d,none,Data Analyst-Python-Agile,"17th Floor, Lim Tower, 9-11 Ton Duc Thang Blvd, District 1, Ho Chi Minh","Công ty hàng đầu
Công việc tốt
Cơ hội thăng tiến và phát triển","The job holder drives the discovery, design, and execution of a wide variety of analytical technology solutions.
- The job holder provides strategic decision-making, and guidance within technical disciplines, responding to disruptive analytical technologies and solving unique and complex problems.
- The job holder researches, architects, and defines Data Engineering, Advanced Analytics và Business Intelligence capabilities and strategies for information delivery and data exploration to support business function needs and goals","Bachelor’s or Master’s degree in Computer Science, Software Engineering, Machine Learning, Statistic, Data Science or other related technical disciplines
Work Experience
- 10+ years of relevant experience in demonstrating a high degree of proficiency in designing and developing complex, high-quality big-data platforms serving analytical solutions, including 3+ years in a Big-Data Architecture role designing technology architectures, detailed workflows, best practices and governance guidelines.
- English proficiency requirements are pursuant to Techcombank's policy
- Proven track record of delivering scalable, resource intensive, integrated and operational big-data and analytical solution; experience creating point of views, roadmaps, and process diagrams
- Hands-on experience working with open-source big-data/data-lake like Hadoop, Spark, Kafka, SQL/NoSQL K-V/Columnar/Graph, ESB and analytical technologies like R/Python,
- TensorFlow and/or BI tools like Tableau/Power BI; Cloud analytics platform experience preferred
- Experience working in Agile teams in digital transformation projects
- Experience in Agile Software Development and having a strong understanding of Agile principles, practices and Scrum methodologies","WHY BECOME IT/DATA EXPERTS AT TECHCOMBANK?

Investing over 300 million USD to develop large-scale IT projects, Techcombank is one of the leading bank in Technology trends in Vietnam
You will grow with Techcombank by having the opportunity to learn from top experts from across the world
Techcombank provides a rewarding remuneration structure that commensurate with your achievement and contribution
Techcombank is the Top 2 Best place to work in the banking industry where you can experience various exciting activities throughout the year: Company anniversary, Team building, Active Saturday Off, Year End Party, etc.",echcombank- The leading commercial bank in Vietnam
